date,time,sender,message,VADER_Sentiment,Manual_Label,ML_Sentiment
,,system,dataset['train'] = combined_dataset,Neutral,Neutral,Neutral
,,system,dataset,Neutral,Neutral,Neutral
,,system,dataset['train'][0],Neutral,Neutral,Neutral
,,system,dataset['train'].features,Neutral,Neutral,Neutral
,,system,"labels = dataset[""train""].features[""label""].names",Neutral,Neutral,Neutral
,,system,"label2id, id2label = dict(), dict()",Neutral,Neutral,Neutral
,,system,"for i, label in enumerate(labels):",Neutral,Neutral,Neutral
,,system,label2id[label] = i,Neutral,Neutral,Neutral
,,system,id2label[i] = label,Neutral,Neutral,Neutral
,,system,label2id,Neutral,Neutral,Neutral
,,system,image_processor  = AutoImageProcessor.from_pretrained(model_checkpoint),Neutral,Neutral,Neutral
,,system,image_processor,Neutral,Neutral,Neutral
,,system,# Retrieve the image mean and standard deviation used for normalization,Neutral,Neutral,Neutral
,,system,"image_mean, image_std = image_processor.image_mean, image_processor.image_std",Neutral,Neutral,Neutral
,,system,# Get the size (height) of the ViT model's input images,Neutral,Neutral,Neutral
,,system,"size = image_processor.size[""height""]",Neutral,Neutral,Neutral
,,system,"print(""Size: "", size)",Neutral,Neutral,Neutral
,,system,# Define a normalization transformation for the input images,Neutral,Neutral,Neutral
,,system,"normalize = Normalize(mean=image_mean, std=image_std)",Neutral,Neutral,Neutral
,,system,# Define a set of transformations for training data,Neutral,Neutral,Neutral
,,system,train_tf = Compose(,Neutral,Neutral,Neutral
,,system,[,Neutral,Neutral,Neutral
,,system,"Resize((size, size)),             # Resize images to the ViT model's input size",Neutral,Neutral,Neutral
,,system,"RandomRotation(90),               # Apply random rotation",Neutral,Neutral,Neutral
,,system,"RandomAdjustSharpness(2),         # Adjust sharpness randomly",Neutral,Neutral,Neutral
,,system,"RandomHorizontalFlip(0.5),        # Random horizontal flip",Neutral,Neutral,Neutral
,,system,"ToTensor(),                       # Convert images to tensors",Neutral,Neutral,Neutral
,,system,normalize                          # Normalize images using mean and std,Neutral,Neutral,Neutral
,,system,],Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,# Define a set of transformations for validation data,Neutral,Neutral,Neutral
,,system,val_tf = Compose(,Neutral,Neutral,Neutral
,,system,[,Neutral,Neutral,Neutral
,,system,"Resize((size, size)),             # Resize images to the ViT model's input size",Neutral,Neutral,Neutral
,,system,"ToTensor(),                       # Convert images to tensors",Neutral,Neutral,Neutral
,,system,normalize                         # Normalize images using mean and std,Neutral,Neutral,Neutral
,,system,],Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,# Define a function to apply training transformations to a batch of examples,Neutral,Neutral,Neutral
,,system,def train_transforms(examples):,Neutral,Neutral,Neutral
,,system,"examples['pixel_values'] = [train_tf(image.convert(""RGB"")) for image in examples['image']]",Neutral,Neutral,Neutral
,,system,return examples,Neutral,Neutral,Neutral
,,system,# Define a function to apply validation transformations to a batch of examples,Neutral,Neutral,Neutral
,,system,def val_transforms(examples):,Neutral,Neutral,Neutral
,,system,"examples['pixel_values'] = [val_tf(image.convert(""RGB"")) for image in examples['image']]",Neutral,Neutral,Neutral
,,system,return examples,Neutral,Neutral,Neutral
,,system,# split up training into training + validation,Neutral,Neutral,Neutral
,,system,"splits = dataset[""train""].train_test_split(test_size=0.2)",Neutral,Neutral,Neutral
,,system,train_data = splits['train'],Neutral,Neutral,Neutral
,,system,val_data = splits['test'],Neutral,Neutral,Neutral
,,system,train_data,Neutral,Neutral,Neutral
,,system,val_data,Neutral,Neutral,Neutral
,,system,train_data.set_transform(train_transforms),Neutral,Neutral,Neutral
,,system,val_data.set_transform(val_transforms),Neutral,Neutral,Neutral
,,system,train_data[0],Neutral,Neutral,Neutral
,,system,val_data[0],Neutral,Neutral,Neutral
,,system,model = AutoModelForImageClassification.from_pretrained(,Neutral,Neutral,Neutral
,,system,"model_checkpoint,",Neutral,Neutral,Neutral
,,system,"label2id=label2id,",Neutral,Neutral,Neutral
,,system,"id2label=id2label,",Neutral,Neutral,Neutral
,,system,"ignore_mismatched_sizes = True, # provide this in case you're planning to fine-tune an already fine-tuned checkpoint",Positive,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,notebook_login(),Neutral,Neutral,Neutral
,,system,"model_name = model_checkpoint.split(""/"")[-1]",Neutral,Neutral,Neutral
,,system,args = TrainingArguments(,Neutral,Neutral,Neutral
,,system,"f""{model_name}"",",Neutral,Neutral,Neutral
,,system,"remove_unused_columns=False,",Neutral,Neutral,Neutral
,,system,"evaluation_strategy=""steps"",",Neutral,Neutral,Neutral
,,system,"save_strategy=""steps"",  # Align with evaluation_strategy",Neutral,Neutral,Neutral
,,system,"learning_rate=3e-5,",Neutral,Neutral,Neutral
,,system,"lr_scheduler_type=""cosine"",",Neutral,Neutral,Neutral
,,system,"auto_find_batch_size=True,",Neutral,Neutral,Neutral
,,system,"per_device_train_batch_size=32,",Neutral,Neutral,Neutral
,,system,"gradient_accumulation_steps=8,",Neutral,Neutral,Neutral
,,system,"per_device_eval_batch_size=32,",Neutral,Neutral,Neutral
,,system,"weight_decay=0.1,",Neutral,Neutral,Neutral
,,system,"num_train_epochs=3,",Neutral,Neutral,Neutral
,,system,"warmup_steps=1000,",Neutral,Neutral,Neutral
,,system,"logging_steps=50,",Neutral,Neutral,Neutral
,,system,"eval_steps=100,",Neutral,Neutral,Neutral
,,system,"load_best_model_at_end=True,",Neutral,Neutral,Neutral
,,system,"metric_for_best_model=""accuracy"",",Neutral,Neutral,Neutral
,,system,"push_to_hub=True,",Neutral,Neutral,Neutral
,,system,"report_to=""none""",Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,# the compute_metrics function takes a Named Tuple as input:,Neutral,Neutral,Neutral
,,system,"# predictions, which are the logits of the model as Numpy arrays,",Neutral,Neutral,Neutral
,,system,"# and label_ids, which are the ground-truth labels as Numpy arrays.",Neutral,Neutral,Neutral
,,system,def compute_metrics(eval_pred):,Neutral,Neutral,Neutral
,,system,"""""""Computes accuracy on a batch of predictions""""""",Neutral,Neutral,Neutral
,,system,"predictions = np.argmax(eval_pred.predictions, axis=1)",Neutral,Neutral,Neutral
,,system,"return metric.compute(predictions=predictions, references=eval_pred.label_ids)",Neutral,Neutral,Neutral
,,system,def collate_fn(examples):,Neutral,Neutral,Neutral
,,system,"pixel_values = torch.stack([example[""pixel_values""] for example in examples])",Neutral,Neutral,Neutral
,,system,"labels = torch.tensor([example[""label""] for example in examples])",Neutral,Neutral,Neutral
,,system,"return {""pixel_values"": pixel_values, ""labels"": labels}",Neutral,Neutral,Neutral
,,system,trainer = Trainer(,Neutral,Neutral,Neutral
,,system,"model,",Neutral,Neutral,Neutral
,,system,"args,",Neutral,Neutral,Neutral
,,system,"train_dataset=train_data,",Neutral,Neutral,Neutral
,,system,"eval_dataset=val_data,",Neutral,Neutral,Neutral
,,system,"tokenizer=image_processor,",Neutral,Neutral,Neutral
,,system,"compute_metrics=compute_metrics,",Neutral,Neutral,Neutral
,,system,"data_collator=collate_fn,",Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,train_results = trainer.train(),Neutral,Neutral,Neutral
,,system,metrics = trainer.evaluate(),Neutral,Neutral,Neutral
,,system,# some nice to haves:,Positive,Neutral,Neutral
,,system,"trainer.log_metrics(""eval"", metrics)",Neutral,Neutral,Neutral
,,system,"trainer.save_metrics(""eval"", metrics)",Neutral,Neutral,Neutral
,,system,trainer.push_to_hub(),Neutral,Neutral,Neutral
,,system,# Use the trained 'trainer' to make predictions on the 'test_data'.,Neutral,Neutral,Neutral
,,system,outputs = trainer.predict(val_data),Neutral,Neutral,Neutral
,,system,# Print the metrics obtained from the prediction outputs.,Neutral,Neutral,Neutral
,,system,print(outputs.metrics),Neutral,Neutral,Neutral
,,system,pipe=pipeline(model = 'motheecreator/vit-Facial-Expression-Recognition'),Neutral,Neutral,Neutral
,,system,import matplotlib.pyplot as plt,Neutral,Neutral,Neutral
,,system,import matplotlib.image as mpimg,Neutral,Neutral,Neutral
,,system,# Load the image file,Neutral,Neutral,Neutral
,,system,image_path = '/kaggle/input/testing-fer/testing_FER/happy2.jpg'  # Replace with the actual path to your image file,Neutral,Neutral,Neutral
,,system,img = mpimg.imread(image_path),Neutral,Neutral,Neutral
,,system,# Display the image,Neutral,Neutral,Neutral
,,system,plt.imshow(img),Neutral,Neutral,Neutral
,,system,plt.axis('off')  # Turn off axis labels,Neutral,Neutral,Neutral
,,system,plt.show(),Neutral,Neutral,Neutral
,,system,"pipe(""/kaggle/input/testing-fer/testing_FER/happy2.jpg"")",Neutral,Neutral,Neutral
,,system,"labels_list = ['sad', 'disgust', 'angry', 'neutral', 'fear', 'surprise', 'happy'] # list(set(labels))",Negative,Neutral,Neutral
,,system,# Extract the true labels from the model outputs,Positive,Neutral,Neutral
,,system,y_true = outputs.label_ids,Neutral,Neutral,Neutral
,,system,# Predict the labels by selecting the class with the highest probability,Neutral,Neutral,Neutral
,,system,y_pred = outputs.predictions.argmax(1),Neutral,Neutral,Neutral
,,system,# Define a function to plot a confusion matrix,Negative,Neutral,Neutral
,,system,"def plot_confusion_matrix(cm, classes, title='Confusion Matrix', cmap=plt.cm.Blues, figsize=(10, 8)):",Neutral,Neutral,Neutral
,,system,"""""""",Neutral,Neutral,Neutral
,,system,This function plots a confusion matrix.,Negative,Neutral,Neutral
,,system,Parameters:,Neutral,Neutral,Neutral
,,system,cm (array-like): Confusion matrix as returned by sklearn.metrics.confusion_matrix.,Negative,Neutral,Neutral
,,system,"classes (list): List of class names, e.g., ['Class 0', 'Class 1'].",Neutral,Neutral,Neutral
,,system,title (str): Title for the plot.,Neutral,Neutral,Neutral
,,system,cmap (matplotlib colormap): Colormap for the plot.,Neutral,Neutral,Neutral
,,system,"""""""",Neutral,Neutral,Neutral
,,system,# Create a figure with a specified size,Positive,Neutral,Neutral
,,system,plt.figure(figsize=figsize),Neutral,Neutral,Neutral
,,system,# Display the confusion matrix as an image with a colormap,Negative,Neutral,Neutral
,,system,"plt.imshow(cm, interpolation='nearest', cmap=cmap)",Neutral,Neutral,Neutral
,,system,plt.title(title),Neutral,Neutral,Neutral
,,system,plt.colorbar(),Neutral,Neutral,Neutral
,,system,# Define tick marks and labels for the classes on the axes,Neutral,Neutral,Neutral
,,system,tick_marks = np.arange(len(classes)),Neutral,Neutral,Neutral
,,system,"plt.xticks(tick_marks, classes, rotation=90)",Neutral,Neutral,Neutral
,,system,"plt.yticks(tick_marks, classes)",Neutral,Neutral,Neutral
,,system,fmt = '.0f',Neutral,Neutral,Neutral
,,system,# Add text annotations to the plot indicating the values in the cells,Positive,Neutral,Neutral
,,system,thresh = cm.max() / 2.0,Neutral,Neutral,Neutral
,,system,"for i, j in itertools.product(range(cm.shape[0]), range(cm.shape[1])):",Neutral,Neutral,Neutral
,,system,"plt.text(j, i, format(cm[i, j], fmt), horizontalalignment=""center"", color=""white"" if cm[i, j] > thresh else ""black"")",Neutral,Neutral,Neutral
,,system,# Label the axes,Neutral,Neutral,Neutral
,,system,plt.ylabel('True label'),Neutral,Neutral,Neutral
,,system,plt.xlabel('Predicted label'),Neutral,Neutral,Neutral
,,system,# Ensure the plot layout is tight,Positive,Neutral,Neutral
,,system,plt.tight_layout(),Neutral,Neutral,Neutral
,,system,# Display the plot,Neutral,Neutral,Neutral
,,system,plt.show(),Neutral,Neutral,Neutral
,,system,# Calculate accuracy and F1 score,Neutral,Neutral,Neutral
,,system,"accuracy = accuracy_score(y_true, y_pred)",Neutral,Neutral,Neutral
,,system,"f1 = f1_score(y_true, y_pred, average='macro')",Neutral,Neutral,Neutral
,,system,# Display accuracy and F1 score,Neutral,Neutral,Neutral
,,system,"print(f""Accuracy: {accuracy:.4f}"")",Neutral,Neutral,Neutral
,,system,"print(f""F1 Score: {f1:.4f}"")",Neutral,Neutral,Neutral
,,system,# Get the confusion matrix if there are a small number of labels,Negative,Neutral,Neutral
,,system,if len(labels_list) <= 150:,Neutral,Neutral,Neutral
,,system,# Compute the confusion matrix,Negative,Neutral,Neutral
,,system,"cm = confusion_matrix(y_true, y_pred)",Neutral,Neutral,Neutral
,,system,# Plot the confusion matrix using the defined function,Negative,Neutral,Neutral
,,system,"plot_confusion_matrix(cm, labels_list, figsize=(8, 6))",Neutral,Neutral,Neutral
,,system,"# Finally, display classification report",Neutral,Neutral,Neutral
,,system,print(),Neutral,Neutral,Neutral
,,system,"print(""Classification report:"")",Neutral,Neutral,Neutral
,,system,print(),Neutral,Neutral,Neutral
,,system,"print(classification_report(y_true, y_pred, target_names=labels_list, digits=4))",Neutral,Neutral,Neutral
06/04/25,19:12,Nishita 🪰,pip install opencv-python,Neutral,Neutral,Neutral
,,system,import numpy as np,Positive,Neutral,Neutral
,,system,import pandas as pd,Neutral,Neutral,Neutral
,,system,import os,Neutral,Neutral,Neutral
,,system,import matplotlib.pyplot as plt,Neutral,Neutral,Neutral
,,system,import seaborn as sns,Neutral,Neutral,Neutral
,,system,import tensorflow as tf,Neutral,Neutral,Neutral
,,system,import keras,Neutral,Neutral,Neutral
,,system,from keras.preprocessing import image,Neutral,Neutral,Neutral
,,system,from keras.models import Sequential,Neutral,Neutral,Neutral
,,system,"from keras.layers import Conv2D, MaxPool2D, Flatten,Dense,Dropout,BatchNormalization",Neutral,Neutral,Neutral
,,system,from tensorflow.keras.preprocessing.image import ImageDataGenerator,Neutral,Neutral,Neutral
,,system,import cv2,Neutral,Neutral,Neutral
,,system,"from tensorflow.keras.applications import VGG16, InceptionResNetV2",Neutral,Neutral,Neutral
,,system,from keras import regularizers,Neutral,Neutral,Neutral
,,system,"from tensorflow.keras.optimizers import Adam,RMSprop,SGD,Adamax",Neutral,Neutral,Neutral
,,system,"train_dir = r""E:\EX2\emotion\archive (2)"" #passing the path with training images",Neutral,Neutral,Neutral
,,system,img_size = 96 #original size of the image,Positive,Neutral,Neutral
,,system,epochs = 150,Neutral,Neutral,Neutral
,,system,batch_size = 96,Neutral,Neutral,Neutral
,,system,lr=0.001,Neutral,Neutral,Neutral
,,system,seed=32,Neutral,Neutral,Neutral
,,system,print(seed),Neutral,Neutral,Neutral
,,system,"train_datagen = ImageDataGenerator(#rotation_range = 180,",Neutral,Neutral,Neutral
,,system,"width_shift_range = 0.1,",Neutral,Neutral,Neutral
,,system,"height_shift_range = 0.1,",Neutral,Neutral,Neutral
,,system,"horizontal_flip = True,",Positive,Neutral,Neutral
,,system,"rescale = 1./255,",Neutral,Neutral,Neutral
,,system,"#zoom_range = 0.2,",Neutral,Neutral,Neutral
,,system,validation_split = 0.2,Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,"validation_datagen = ImageDataGenerator(rescale = 1./255,",Neutral,Neutral,Neutral
,,system,validation_split = 0.2),Neutral,Neutral,Neutral
,,system,"train_generator = train_datagen.flow_from_directory(directory = train_dir,",Neutral,Neutral,Neutral
,,system,"target_size = (img_size,img_size),",Neutral,Neutral,Neutral
,,system,"batch_size = 64,",Neutral,Neutral,Neutral
,,system,"color_mode = ""grayscale"",",Neutral,Neutral,Neutral
,,system,"class_mode = ""categorical"",",Neutral,Neutral,Neutral
,,system,"subset = ""training""",Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,"validation_generator = validation_datagen.flow_from_directory( directory = train_dir,",Neutral,Neutral,Neutral
,,system,"target_size = (img_size,img_size),",Neutral,Neutral,Neutral
,,system,"batch_size = 64,",Neutral,Neutral,Neutral
,,system,"color_mode = ""grayscale"",",Neutral,Neutral,Neutral
,,system,"class_mode = ""categorical"",",Neutral,Neutral,Neutral
,,system,"subset = ""validation""",Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,model= tf.keras.models.Sequential(),Neutral,Neutral,Neutral
,,system,"model.add(Conv2D(32, kernel_size=(3, 3), padding='same', activation='relu', input_shape=(img_size, img_size,1)))",Neutral,Neutral,Neutral
,,system,"model.add(Conv2D(64,(3,3), padding='same', activation='relu' ))",Neutral,Neutral,Neutral
,,system,model.add(BatchNormalization()),Neutral,Neutral,Neutral
,,system,"model.add(MaxPool2D(pool_size=(2, 2)))",Neutral,Neutral,Neutral
,,system,model.add(Dropout(0.25)),Neutral,Neutral,Neutral
,,system,"model.add(Conv2D(128,(5,5), padding='same', activation='relu'))",Neutral,Neutral,Neutral
,,system,model.add(BatchNormalization()),Neutral,Neutral,Neutral
,,system,"model.add(MaxPool2D(pool_size=(2, 2)))",Neutral,Neutral,Neutral
,,system,model.add(Dropout(0.25)),Neutral,Neutral,Neutral
,,system,"model.add(Conv2D(512,(3,3), padding='same', activation='relu', kernel_regularizer=regularizers.l2(0.01)))",Neutral,Neutral,Neutral
,,system,model.add(BatchNormalization()),Neutral,Neutral,Neutral
,,system,"model.add(MaxPool2D(pool_size=(2, 2)))",Neutral,Neutral,Neutral
,,system,model.add(Dropout(0.25)),Neutral,Neutral,Neutral
,,system,"model.add(Conv2D(512,(3,3), padding='same', activation='relu', kernel_regularizer=regularizers.l2(0.01)))",Neutral,Neutral,Neutral
,,system,model.add(BatchNormalization()),Neutral,Neutral,Neutral
,,system,"model.add(MaxPool2D(pool_size=(2, 2)))",Neutral,Neutral,Neutral
,,system,model.add(Dropout(0.25)),Neutral,Neutral,Neutral
,,system,model.add(Flatten()),Neutral,Neutral,Neutral
,,system,"model.add(Dense(256,activation = 'relu'))",Neutral,Neutral,Neutral
,,system,model.add(BatchNormalization()),Neutral,Neutral,Neutral
,,system,model.add(Dropout(0.25)),Neutral,Neutral,Neutral
,,system,"model.add(Dense(512,activation = 'relu'))",Neutral,Neutral,Neutral
,,system,model.add(BatchNormalization()),Neutral,Neutral,Neutral
,,system,model.add(Dropout(0.25)),Neutral,Neutral,Neutral
,,system,"model.add(Dense(7, activation='softmax'))",Neutral,Neutral,Neutral
,,system,model.compile(,Neutral,Neutral,Neutral
,,system,"optimizer = Adam(0.001),",Positive,Neutral,Neutral
,,system,"loss='categorical_crossentropy',",Neutral,Neutral,Neutral
,,system,metrics=['accuracy'],Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,model.summary(),Neutral,Neutral,Neutral
,,system,def compute_flops(model):,Neutral,Neutral,Neutral
,,system,tot_flops = 0,Neutral,Neutral,Neutral
,,system,for layer in model.layers:,Neutral,Neutral,Neutral
,,system,layertype = layer.__class__.__name__,Neutral,Neutral,Neutral
,,system,"if layertype == ""Dense"":",Neutral,Neutral,Neutral
,,system,input_units = layer.input.shape[-1],Neutral,Neutral,Neutral
,,system,output_units = layer.output.shape[-1],Neutral,Neutral,Neutral
,,system,flops = 2 * input_units * output_units  # Multiplication & Addition FLOPs,Negative,Neutral,Neutral
,,system,"elif layertype == ""Conv2D"":",Neutral,Neutral,Neutral
,,system,"_, h, w, in_channels = layer.input.shape",Neutral,Neutral,Neutral
,,system,"kernel_h, kernel_w, _, out_channels = layer.kernel.shape",Neutral,Neutral,Neutral
,,system,flops = 2 * h * w * kernel_h * kernel_w * in_channels * out_channels  # Conv FLOPs,Negative,Neutral,Neutral
,,system,else:,Neutral,Neutral,Neutral
,,system,flops = 0,Negative,Neutral,Neutral
,,system,tot_flops += flops,Negative,Neutral,Neutral
,,system,return tot_flops,Neutral,Neutral,Neutral
,,system,# Compute and print FLOPs,Negative,Neutral,Neutral
,,system,total_flops = compute_flops(model),Neutral,Neutral,Neutral
,,system,"print(f""Total FLOPs: {total_flops:,}"")",Negative,Neutral,Neutral
,,system,"from tensorflow.keras.callbacks import ModelCheckpoint, EarlyStopping",Neutral,Neutral,Neutral
,,system,checkpoint = ModelCheckpoint(,Neutral,Neutral,Neutral
,,system,"'model_optimal.keras',  # Use .keras extension here",Neutral,Neutral,Neutral
,,system,"monitor='val_accuracy',",Neutral,Neutral,Neutral
,,system,"save_best_only=True,",Neutral,Neutral,Neutral
,,system,"verbose=1,",Neutral,Neutral,Neutral
,,system,"mode='auto',",Neutral,Neutral,Neutral
,,system,save_weights_only=False,Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,early_stopping = EarlyStopping(,Neutral,Neutral,Neutral
,,system,"monitor='val_accuracy',",Neutral,Neutral,Neutral
,,system,"patience=10,",Neutral,Neutral,Neutral
,,system,restore_best_weights=True,Neutral,Neutral,Neutral
,,system,),Neutral,Neutral,Neutral
,,system,"history = model.fit(x = train_generator,epochs = epochs,",Neutral,Neutral,Neutral
,,system,"validation_data = validation_generator,",Neutral,Neutral,Neutral
,,system,callbacks=checkpoint),Neutral,Neutral,Neutral
,,system,"fig , ax = plt.subplots(1,2)",Neutral,Neutral,Neutral
,,system,train_acc = history.history['accuracy'],Neutral,Neutral,Neutral
,,system,train_loss = history.history['loss'],Neutral,Neutral,Neutral
,,system,"fig.set_size_inches(12,4)",Neutral,Neutral,Neutral
,,system,ax[0].plot(history.history['accuracy']),Neutral,Neutral,Neutral
,,system,ax[0].plot(history.history['val_accuracy']),Neutral,Neutral,Neutral
,,system,ax[0].set_title('Training Accuracy vs Validation Accuracy'),Neutral,Neutral,Neutral
,,system,ax[0].set_ylabel('Accuracy'),Neutral,Neutral,Neutral
,,system,ax[0].set_xlabel('Epoch'),Neutral,Neutral,Neutral
,,system,"ax[0].legend(['Train', 'Validation'], loc='upper left')",Neutral,Neutral,Neutral
,,system,ax[1].plot(history.history['loss']),Neutral,Neutral,Neutral
,,system,ax[1].plot(history.history['val_loss']),Neutral,Neutral,Neutral
,,system,ax[1].set_title('Training Loss vs Validation Loss'),Negative,Neutral,Neutral
,,system,ax[1].set_ylabel('Loss'),Neutral,Neutral,Neutral
,,system,ax[1].set_xlabel('Epoch'),Neutral,Neutral,Neutral
,,system,"ax[1].legend(['Train', 'Validation'], loc='upper left')",Neutral,Neutral,Neutral
,,system,plt.show(),Neutral,Neutral,Neutral
,,system,from keras.models import load_model,Neutral,Neutral,Neutral
,,system,"model = load_model(r""E:\EX2\emotion\model_optimal.keras"")",Neutral,Neutral,Neutral
,,system,"train_loss, train_acc = model.evaluate(train_generator)",Neutral,Neutral,Neutral
,,system,"test_loss, test_acc   = model.evaluate(validation_generator)",Neutral,Neutral,Neutral
,,system,"print(""final train accuracy = {:.2f} , validation accuracy = {:.2f}"".format(train_acc*100, test_acc*100))",Neutral,Neutral,Neutral
,,system,from tensorflow.keras.preprocessing import image,Neutral,Neutral,Neutral
,,system,import numpy as np,Positive,Neutral,Neutral
,,system,import matplotlib.pyplot as plt,Neutral,Neutral,Neutral
,,system,# Path to your image,Neutral,Neutral,Neutral
,,system,img_path = r'E:\EX2\emotion\archive (2)\disgust\S005_001_00000009.png'  # Replace with the path to the image you want to predict,Positive,Neutral,Neutral
,,system,# Load and preprocess the image,Neutral,Neutral,Neutral
,,system,"img = image.load_img(img_path, target_size=(img_size, img_size), color_mode=""grayscale"")",Neutral,Neutral,Neutral
,,system,img_array = image.img_to_array(img),Neutral,Neutral,Neutral
,,system,"img_array = np.expand_dims(img_array, axis=0)  # Add batch dimension",Neutral,Neutral,Neutral
,,system,"img_array /= 255.0  # Normalize the image, as done during training",Negative,Neutral,Neutral
,,system,# Make a prediction,Neutral,Neutral,Neutral
,,system,predictions = model.predict(img_array),Neutral,Neutral,Neutral
,,system,"predicted_class = np.argmax(predictions, axis=1)[0]",Neutral,Neutral,Neutral
,,system,# Print the output,Neutral,Neutral,Neutral
,,system,"print(""Predicted class:"", predicted_class)",Neutral,Neutral,Neutral
,,system,"print(""Confidence scores:"", predictions[0])  # Shows the confidence score for each class",Positive,Neutral,Neutral
,,system,"# If you have class names, you can display the class name instead of the class index",Neutral,Neutral,Neutral
,,system,"class_names = ['anger', 'contempt', 'disgust', 'fear', 'happy', 'sadness', 'surprise']  # Replace with actual class names",Negative,Neutral,Neutral
,,system,predicted_class_name = class_names[predicted_class],Neutral,Neutral,Neutral
,,system,"print(""Predicted class name:"", predicted_class_name)",Neutral,Neutral,Neutral
,,system,# Display the image with the predicted class name,Neutral,Neutral,Neutral
,,system,"plt.imshow(img, cmap='gray')",Neutral,Neutral,Neutral
,,system,"plt.title(f""Predicted: {predicted_class_name}"")",Neutral,Neutral,Neutral
,,system,plt.axis('off')  # Turn off axis,Neutral,Neutral,Neutral
,,system,plt.show(),Neutral,Neutral,Neutral
,,system,from tensorflow.keras.preprocessing import image,Neutral,Neutral,Neutral
,,system,import numpy as np,Positive,Neutral,Neutral
,,system,import matplotlib.pyplot as plt,Neutral,Neutral,Neutral
,,system,# Path to your image,Neutral,Neutral,Neutral
,,system,img_path = r'E:\EX2\emotion\archive (2)\happy\S034_005_00000008.png'  # Replace with the path to the image you want to predict,Positive,Neutral,Neutral
,,system,# Load and preprocess the image,Neutral,Neutral,Neutral
,,system,"img = image.load_img(img_path, target_size=(img_size, img_size), color_mode=""grayscale"")",Neutral,Neutral,Neutral
,,system,img_array = image.img_to_array(img),Neutral,Neutral,Neutral
,,system,"img_array = np.expand_dims(img_array, axis=0)  # Add batch dimension",Neutral,Neutral,Neutral
,,system,"img_array /= 255.0  # Normalize the image, as done during training",Negative,Neutral,Neutral
,,system,# Make a prediction,Neutral,Neutral,Neutral
,,system,predictions = model.predict(img_array),Neutral,Neutral,Neutral
,,system,"predicted_class = np.argmax(predictions, axis=1)[0]",Neutral,Neutral,Neutral
,,system,# Print the output,Neutral,Neutral,Neutral
,,system,"print(""Predicted class:"", predicted_class)",Neutral,Neutral,Neutral
,,system,"print(""Confidence scores:"", predictions[0])  # Shows the confidence score for each class",Positive,Neutral,Neutral
,,system,"# If you have class names, you can display the class name instead of the class index",Neutral,Neutral,Neutral
,,system,"class_names = ['anger', 'contempt', 'disgust', 'fear', 'happy', 'sadness', 'surprise']  # Replace with actual class names",Negative,Neutral,Neutral
,,system,predicted_class_name = class_names[predicted_class],Neutral,Neutral,Neutral
,,system,"print(""Predicted class name:"", predicted_class_name)",Neutral,Neutral,Neutral
,,system,# Display the image with the predicted class name,Neutral,Neutral,Neutral
,,system,"plt.imshow(img, cmap='gray')",Neutral,Neutral,Neutral
,,system,"plt.title(f""Predicted: {predicted_class_name}"")",Neutral,Neutral,Neutral
,,system,plt.axis('off')  # Turn off axis,Neutral,Neutral,Neutral
,,system,plt.show(),Neutral,Neutral,Neutral
,,system,from tensorflow.keras.preprocessing import image,Neutral,Neutral,Neutral
,,system,import numpy as np,Positive,Neutral,Neutral
,,system,import matplotlib.pyplot as plt,Neutral,Neutral,Neutral
,,system,# Path to your image,Neutral,Neutral,Neutral
,,system,img_path = r'E:\EX2\emotion\archive (2)\surprise\S035_001_00000014.png'  # Replace with the path to the image you want to predict,Positive,Neutral,Neutral
,,system,# Load and preprocess the image,Neutral,Neutral,Neutral
,,system,"img = image.load_img(img_path, target_size=(img_size, img_size), color_mode=""grayscale"")",Neutral,Neutral,Neutral
,,system,img_array = image.img_to_array(img),Neutral,Neutral,Neutral
,,system,"img_array = np.expand_dims(img_array, axis=0)  # Add batch dimension",Neutral,Neutral,Neutral
,,system,"img_array /= 255.0  # Normalize the image, as done during training",Negative,Neutral,Neutral
,,system,# Make a prediction,Neutral,Neutral,Neutral
,,system,predictions = model.predict(img_array),Neutral,Neutral,Neutral
,,system,"predicted_class = np.argmax(predictions, axis=1)[0]",Neutral,Neutral,Neutral
,,system,# Print the output,Neutral,Neutral,Neutral
,,system,"print(""Predicted class:"", predicted_class)",Neutral,Neutral,Neutral
,,system,"print(""Confidence scores:"", predictions[0])  # Shows the confidence score for each class",Positive,Neutral,Neutral
,,system,"# If you have class names, you can display the class name instead of the class index",Neutral,Neutral,Neutral
,,system,"class_names = ['anger', 'contempt', 'disgust', 'fear', 'happy', 'sadness', 'surprise']  # Replace with actual class names",Negative,Neutral,Neutral
,,system,predicted_class_name = class_names[predicted_class],Neutral,Neutral,Neutral
